year,fitnessdax_rank,matched_company,ticker,index,sector,cluster,participants,germany_employees_estimate,participation_rate,participation_rate_pct,races_entered,top_20_pace,top_20_pace_formatted,top_20_pace_rank,median_pace,median_pace_formatted,median_pace_rank,average_pace_formatted,fastest_pace_formatted,slowest_pace_formatted,endurance_multiple,endurance_multiple_rank,yearly_return_pct
2025,32.0,BMW,BMW.DE,DAX,Automotive,Mobility Machines,1931.0,88000.0,0.0219431818181818,2.19,2.0,4.38625730994152,4:23/km,12.0,5.409649122807017,5:25/km,8.0,5:34/km,3:06/km,11:01/km,0.607,2.0,25.69
2025,17.0,Bayer,BAYN.DE,DAX,Healthcare,Factory Endurance,1275.0,35000.0,0.0364285714285714,3.64,4.0,4.642397660818713,4:39/km,36.0,6.046491228070176,6:03/km,39.0,6:13/km,3:28/km,11:14/km,0.514,5.0,91.81
2025,7.0,Borussia Dortmund,BVB.DE,SDAX,Media,Performance Culture,56.0,1000.0,0.056,5.6,1.0,4.543079096045197,4:33/km,23.0,5.540536723163842,5:32/km,14.0,5:41/km,3:56/km,8:43/km,0.316,41.0,5.01
2025,30.0,CANCOM,COK.DE,SDAX,Technology,Office Athletes,90.0,4000.0,0.0225,2.25,3.0,5.10959649122807,5:07/km,49.0,6.3095,6:19/km,47.0,6:28/km,4:17/km,11:10/km,0.31,42.0,17.39
2025,16.0,CENIT,CSH.DE,Other,Technology,Office Athletes,35.0,900.0,0.0388888888888888,3.89,5.0,4.273000000000001,4:16/km,6.0,5.514166666666667,5:31/km,12.0,5:41/km,4:13/km,8:11/km,0.28,47.0,-4.05
2025,29.0,CTS Eventim,EVD.DE,MDAX,Media,Content Machines,80.0,3500.0,0.0228571428571428,2.29,2.0,4.925138888888889,4:56/km,46.0,6.208055555555556,6:12/km,43.0,6:20/km,4:04/km,10:48/km,0.307,44.0,-6.21
2025,25.0,Carl Zeiss Meditec,AFX.DE,MDAX,Healthcare,Precision Engineers,135.0,5000.0,0.027,2.7,2.0,4.557309941520468,4:33/km,25.0,5.532748538011696,5:32/km,13.0,5:44/km,3:41/km,9:26/km,0.385,26.0,-13.3
2025,54.0,Commerzbank,CBK.DE,DAX,Finance,Corporate Marathoners,45.0,36000.0,0.00125,0.12,4.0,4.110818713450293,4:07/km,3.0,5.544047619047619,5:33/km,15.0,5:36/km,3:54/km,7:53/km,0.298,45.0,138.04
2025,39.0,Continental,CON.DE,DAX,Automotive,Factory Endurance,329.0,32000.0,0.01028125,1.03,10.0,4.537981960551095,4:32/km,21.0,6.074545454545454,6:04/km,41.0,6:26/km,3:24/km,11:39/km,0.414,19.0,9.78
2025,10.0,Covestro,1COV.DE,DAX,Chemicals,Factory Endurance,362.0,8000.0,0.04525,4.52,1.0,5.452333333333334,5:27/km,54.0,6.959,6:58/km,52.0,7:10/km,4:18/km,12:20/km,0.368,31.0,
2025,9.0,DEUTZ,DEZ.DE,SDAX,Industrials,Heavy Industry,252.0,5000.0,0.0504,5.04,1.0,5.639666666666667,5:38/km,57.0,7.137166666666667,7:08/km,53.0,8:12/km,4:13/km,34:05/km,0.336,35.0,111.96
2025,40.0,Dermapharm,DMP.DE,SDAX,Healthcare,Care Providers,30.0,3000.0,0.01,1.0,1.0,4.342690058479532,4:21/km,8.0,5.912573099415205,5:55/km,32.0,5:55/km,4:07/km,8:08/km,0.25,52.0,-1.83
2025,53.0,Deutsche Bank,DBK.DE,DAX,Finance,Corporate Marathoners,62.0,38000.0,0.0016315789473684,0.16,2.0,4.661333333333333,4:40/km,37.0,5.5715,5:34/km,18.0,5:39/km,3:27/km,8:15/km,0.322,40.0,102.47
2025,51.0,Deutsche Post,DHL.DE,DAX,Logistics,Corporate Marathoners,464.0,190000.0,0.0024421052631578,0.24,11.0,4.826666666666666,4:50/km,42.0,6.296666666666667,6:18/km,46.0,6:40/km,3:02/km,13:16/km,0.423,15.0,44.78
2025,47.0,Deutsche Telekom,DTE.DE,DAX,Telecom,Connected Operators,299.0,90000.0,0.0033222222222222,0.33,3.0,4.587295081967213,4:35/km,28.0,5.872131147540984,5:52/km,31.0,5:58/km,3:39/km,9:59/km,0.422,17.0,-2.4
2025,46.0,E.ON,EOAN.DE,DAX,Energy,Grid Operators,223.0,47000.0,0.0047446808510638,0.47,4.0,4.551794871794872,4:33/km,24.0,5.732456140350877,5:44/km,23.0,5:53/km,3:46/km,9:15/km,0.41,20.0,45.47
2025,12.0,Elmos Semiconductor,ELG.DE,SDAX,Technology,Precision Engineers,58.0,1400.0,0.0414285714285714,4.14,1.0,3.884322033898305,3:53/km,2.0,5.251129943502825,5:15/km,4.0,5:13/km,3:34/km,7:23/km,0.336,36.0,45.68
2025,55.0,EnBW,EBK.DE,Other,Energy,Grid Operators,33.0,28000.0,0.0011785714285714,0.12,3.0,4.910666666666667,4:55/km,45.0,5.976333333333334,5:59/km,37.0,6:23/km,4:08/km,12:27/km,0.254,50.0,14.66
2025,52.0,Evonik,EVK.DE,MDAX,Chemicals,Factory Endurance,35.0,21000.0,0.0016666666666666,0.17,1.0,5.2876666666666665,5:17/km,51.0,7.464666666666668,7:28/km,55.0,7:19/km,5:03/km,11:01/km,0.207,56.0,-15.26
2025,57.0,Fresenius,FRE.DE,DAX,Healthcare,Care Providers,59.0,90000.0,0.0006555555555555,0.07,2.0,5.501833333333334,5:30/km,55.0,7.265666666666666,7:16/km,54.0,7:48/km,4:49/km,14:08/km,0.244,54.0,49.72
2025,35.0,GEA,G1A.DE,MDAX,Industrials,Engineering Giants,153.0,9000.0,0.017,1.7,6.0,4.6625000000000005,4:40/km,38.0,5.684426229508197,5:41/km,21.0,5:54/km,3:35/km,9:48/km,0.384,27.0,21.92
2025,,Gerresheimer,GXI.DE,,,,,,,,,,,,,,,,,,,,-60.62
2025,,HelloFresh,HFG.DE,,,,,,,,,,,,,,,,,,,,-51.53
2025,,Henkel,HEN3.DE,,,,,,,,,,,,,,,,,,,,-13.81
2025,37.0,Hochtief,HOT.DE,MDAX,Industrials,Infrastructure Operators,55.0,5000.0,0.011,1.1,3.0,5.103508771929825,5:06/km,48.0,7.904358974358974,7:54/km,57.0,7:16/km,4:16/km,9:57/km,0.22,55.0,162.62
2025,26.0,Infineon,IFX.DE,DAX,Technology,Precision Engineers,469.0,20000.0,0.02345,2.34,2.0,4.406725146198831,4:24/km,13.0,5.473391812865497,5:28/km,10.0,5:37/km,3:30/km,9:13/km,0.488,7.0,21.28
2025,43.0,Knorr-Bremse,KBX.DE,DAX,Industrials,Engineering Giants,117.0,15000.0,0.0078,0.78,1.0,4.591812865497076,4:36/km,29.0,5.672807017543859,5:40/km,20.0,5:42/km,3:14/km,8:30/km,0.365,33.0,39.71
2025,22.0,LPKF Laser & Electronics,LPK.DE,SDAX,Technology,Precision Engineers,23.0,800.0,0.02875,2.88,1.0,4.664871794871795,4:40/km,39.0,5.2299999999999995,5:14/km,2.0,5:24/km,3:52/km,7:00/km,0.26,49.0,-37.05
2025,18.0,MTU Aero Engines,MTX.DE,DAX,Industrials,Precision Engineers,420.0,12000.0,0.035,3.5,2.0,4.384421952316689,4:23/km,11.0,5.249122807017544,5:15/km,3.0,5:22/km,3:17/km,9:21/km,0.5,6.0,11.19
2025,48.0,Mercedes-Benz,MBG.DE,DAX,Automotive,Mobility Machines,310.0,95000.0,0.0032631578947368,0.33,4.0,4.895277777777777,4:54/km,44.0,6.252833333333333,6:15/km,44.0,6:33/km,3:52/km,11:58/km,0.398,21.0,23.43
2025,,Merck,MRK.DE,,,,,,,,,,,,,,,,,,,,-11.01
2025,31.0,Munich Re,MUV2.DE,DAX,Finance,Corporate Marathoners,265.0,12000.0,0.0220833333333333,2.21,1.0,4.461988304093567,4:28/km,16.0,5.553801169590644,5:33/km,17.0,5:47/km,3:36/km,10:16/km,0.436,13.0,18.32
2025,14.0,OVB Holding,O4B.DE,Other,Finance,Corporate Marathoners,28.0,700.0,0.04,4.0,1.0,5.510833333333333,5:31/km,56.0,7.824666666666667,7:49/km,56.0,8:10/km,4:40/km,13:39/km,0.185,57.0,5.63
2025,15.0,Puma,PUM.DE,MDAX,Consumer,Consumer Lifestyle,98.0,2500.0,0.0392,3.92,1.0,4.271174863387978,4:16/km,5.0,5.290027322404372,5:17/km,5.0,5:22/km,3:13/km,8:24/km,0.376,29.0,-48.3
2025,4.0,Qiagen,QIA.DE,DAX,Healthcare,Precision Engineers,77.0,1000.0,0.077,7.7,1.0,4.8718055555555555,4:52/km,43.0,6.3616666666666655,6:22/km,48.0,6:57/km,4:07/km,10:53/km,0.297,46.0,-10.31
2025,3.0,RTL Group,RRTL.DE,MDAX,Media,Content Machines,161.0,2000.0,0.0805,8.05,7.0,5.419333333333333,5:25/km,53.0,6.635,6:38/km,50.0,6:46/km,4:18/km,10:56/km,0.333,37.0,36.36
2025,21.0,RWE,RWE.DE,DAX,Energy,Grid Operators,355.0,11000.0,0.0322727272727272,3.23,11.0,5.270333333333333,5:16/km,50.0,6.884333333333333,6:53/km,51.0,7:11/km,3:40/km,15:47/km,0.37,30.0,58.2
2025,34.0,Rheinmetall,RHM.DE,DAX,Industrials,Heavy Industry,284.0,16000.0,0.01775,1.78,3.0,4.618888888888889,4:37/km,32.0,5.919027777777778,5:55/km,35.0,6:08/km,3:30/km,11:44/km,0.414,18.0,159.75
2025,41.0,SAP,SAP.DE,DAX,Technology,Office Athletes,187.0,20000.0,0.00935,0.94,5.0,4.583040935672514,4:35/km,27.0,5.817836257309942,5:49/km,27.0,6:14/km,3:27/km,15:06/km,0.39,25.0,-11.87
2025,44.0,Schaeffler,SHA0.DE,MDAX,Automotive,Factory Endurance,238.0,45000.0,0.0052888888888888,0.53,2.0,4.294535519125684,4:18/km,7.0,5.404371584699454,5:24/km,7.0,5:32/km,3:29/km,9:02/km,0.44,12.0,107.51
2025,5.0,Siemens,SIE.DE,DAX,Industrials,Engineering Giants,5337.0,86000.0,0.0620581395348837,6.21,14.0,4.54025641025641,4:32/km,22.0,5.6948087431694,5:42/km,22.0,5:55/km,3:10/km,12:15/km,0.655,1.0,29.41
2025,6.0,Siemens Energy,ENR.DE,DAX,Energy,Engineering Giants,1621.0,27000.0,0.060037037037037,6.0,8.0,4.635672514619883,4:38/km,35.0,5.761,5:46/km,24.0,6:01/km,3:10/km,12:04/km,0.557,3.0,136.82
2025,49.0,TRATON,8TRA.DE,MDAX,Automotive,Mobility Machines,23.0,8000.0,0.002875,0.29,1.0,4.508479532163743,4:31/km,18.0,5.46812865497076,5:28/km,9.0,5:20/km,3:57/km,7:20/km,0.249,53.0,14.23
2025,27.0,TUI,TUI1.DE,MDAX,Consumer,Mobility Machines,232.0,10000.0,0.0232,2.32,2.0,4.615641025641025,4:37/km,31.0,5.938846153846154,5:56/km,36.0,6:02/km,3:47/km,9:49/km,0.398,22.0,7.36
2025,11.0,Talanx,TLX.DE,MDAX,Finance,Corporate Marathoners,506.0,12000.0,0.0421666666666666,4.22,2.0,4.522564102564102,4:31/km,20.0,5.864987179487179,5:52/km,30.0,6:02/km,3:12/km,12:14/km,0.461,9.0,42.18
2025,2.0,TeamViewer,TMV.DE,MDAX,Technology,Office Athletes,107.0,700.0,0.1528571428571428,15.29,3.0,4.58,4:35/km,26.0,6.1804093567251455,6:11/km,42.0,6:27/km,4:05/km,14:17/km,0.328,38.0,-37.59
2025,1.0,UmweltBank,UBK.DE,Other,Finance,Sustainable Finance,95.0,350.0,0.2714285714285714,27.14,1.0,5.066120218579235,5:04/km,47.0,6.442349726775957,6:27/km,49.0,6:45/km,4:30/km,10:18/km,0.307,43.0,-42.51
2025,24.0,Uniper,UN0.DE,SDAX,Energy,Grid Operators,190.0,7000.0,0.0271428571428571,2.71,3.0,4.596638888888889,4:36/km,30.0,5.764,5:46/km,25.0,5:54/km,3:36/km,10:00/km,0.395,23.0,-19.63
2025,19.0,United Internet,UTDI.DE,MDAX,Telecom,Connected Operators,376.0,11000.0,0.0341818181818181,3.42,4.0,4.37409090909091,4:22/km,10.0,5.822575757575757,5:49/km,28.0,6:05/km,3:19/km,12:33/km,0.442,10.0,80.56
2025,28.0,Villeroy & Boch,VIB3.DE,SDAX,Consumer,Consumer Lifestyle,104.0,4500.0,0.0231111111111111,2.31,1.0,4.238364779874214,4:14/km,4.0,5.491037735849057,5:29/km,11.0,5:39/km,3:22/km,9:46/km,0.367,32.0,15.16
2025,56.0,Volkswagen,VOW3.DE,DAX,Automotive,Mobility Machines,227.0,295000.0,0.0007694915254237,0.08,2.0,4.5110256410256415,4:31/km,19.0,5.581538461538462,5:35/km,19.0,5:42/km,3:32/km,10:06/km,0.422,16.0,26.35
2025,50.0,Vonovia,VNA.DE,DAX,Real Estate,Infrastructure Operators,31.0,12000.0,0.0025833333333333,0.26,3.0,4.482163742690059,4:29/km,17.0,5.91578947368421,5:55/km,33.0,5:59/km,4:13/km,8:40/km,0.252,51.0,-13.7
2025,36.0,Wacker Chemie,WCH.DE,MDAX,Chemicals,Factory Endurance,124.0,8000.0,0.0155,1.55,1.0,4.443567251461988,4:27/km,14.0,5.3046783625730995,5:18/km,6.0,5:34/km,3:06/km,8:49/km,0.395,24.0,2.46
2025,13.0,adesso,ADN1.DE,SDAX,Technology,Office Athletes,410.0,10000.0,0.041,4.1,10.0,4.768384502923977,4:46/km,41.0,5.916102339181286,5:55/km,34.0,6:05/km,2:55/km,10:13/km,0.442,11.0,0.63
2025,8.0,grenke,GLJ.DE,SDAX,Finance,Corporate Marathoners,119.0,2200.0,0.054090909090909,5.41,5.0,4.362121212121211,4:22/km,9.0,5.851212121212121,5:51/km,29.0,6:00/km,3:12/km,11:01/km,0.355,34.0,0.41
2025,45.0,thyssenkrupp,TKA.DE,MDAX,Industrials,Heavy Industry,232.0,48000.0,0.0048333333333333,0.48,5.0,4.458333333333333,4:27/km,15.0,5.5480197740112995,5:33/km,16.0,5:49/km,3:25/km,10:19/km,0.426,14.0,138.55
