year,fitnessdax_rank,matched_company,ticker,index,sector,cluster,participants,germany_employees_estimate,participation_rate,participation_rate_pct,races_entered,top_20_pace,top_20_pace_formatted,top_20_pace_rank,median_pace,median_pace_formatted,median_pace_rank,average_pace_formatted,fastest_pace_formatted,slowest_pace_formatted,endurance_multiple,endurance_multiple_rank,yearly_return_pct
2023,34.0,EnBW,EBK.DE,Other,Energy,Grid Operators,32.0,28000.0,0.0011428571428571,0.11,2.0,5.244444444444444,5:15/km,35.0,6.333833333333333,6:20/km,33.0,6:23/km,4:24/km,8:18/km,0.238,34.0,-10.13
2023,,Evonik,EVK.DE,,,,,,,,,,,,,,,,,,,,6.98
2023,36.0,Fresenius,FRE.DE,DAX,Healthcare,Care Providers,66.0,90000.0,0.0007333333333333,0.07,2.0,5.4315,5:26/km,36.0,7.396999999999999,7:24/km,36.0,8:05/km,4:33/km,14:07/km,0.246,32.0,9.79
2023,,GEA,G1A.DE,,,,,,,,,,,,,,,,,,,,1.77
2023,,Gerresheimer,GXI.DE,,,,,,,,,,,,,,,,,,,,48.09
2023,17.0,HelloFresh,HFG.DE,MDAX,Consumer,Digital Hustlers,57.0,4000.0,0.01425,1.42,1.0,4.51125730994152,4:31/km,7.0,5.837426900584795,5:50/km,12.0,5:56/km,3:55/km,10:20/km,0.301,26.0,-32.21
2023,,Henkel,HEN3.DE,,,,,,,,,,,,,,,,,,,,14.53
2023,27.0,Hochtief,HOT.DE,MDAX,Industrials,Infrastructure Operators,29.0,5000.0,0.0058,0.58,1.0,5.716520467836257,5:43/km,37.0,8.289473684210526,8:17/km,37.0,7:53/km,4:42/km,9:13/km,0.176,37.0,95.5
2023,15.0,Infineon,IFX.DE,DAX,Technology,Precision Engineers,330.0,20000.0,0.0165,1.65,2.0,4.686695906432748,4:41/km,16.0,6.098830409356725,6:06/km,25.0,6:15/km,3:42/km,11:56/km,0.413,10.0,32.89
2023,24.0,Knorr-Bremse,KBX.DE,DAX,Industrials,Engineering Giants,96.0,15000.0,0.0064,0.64,1.0,4.969005847953216,4:58/km,29.0,5.923391812865496,5:55/km,19.0,6:13/km,3:55/km,9:44/km,0.335,22.0,17.29
2023,,LPKF Laser & Electronics,LPK.DE,,,,,,,,,,,,,,,,,,,,0.1
2023,14.0,MTU Aero Engines,MTX.DE,DAX,Industrials,Precision Engineers,258.0,12000.0,0.0215,2.15,1.0,4.582163742690058,4:35/km,10.0,5.73391812865497,5:44/km,9.0,5:49/km,3:26/km,10:03/km,0.421,8.0,-4.11
2023,,Mercedes-Benz,MBG.DE,,,,,,,,,,,,,,,,,,,,5.91
2023,,Merck,MRK.DE,,,,,,,,,,,,,,,,,,,,-18.85
2023,,Munich Re,MUV2.DE,,,,,,,,,,,,,,,,,,,,27.86
2023,,OVB Holding,O4B.DE,,,,,,,,,,,,,,,,,,,,-12.13
2023,6.0,Puma,PUM.DE,MDAX,Consumer,Consumer Lifestyle,83.0,2500.0,0.0332,3.32,1.0,3.9125683060109298,3:55/km,2.0,4.918032786885246,4:55/km,2.0,4:57/km,3:06/km,7:00/km,0.39,14.0,-8.98
2023,,Qiagen,QIA.DE,,,,,,,,,,,,,,,,,,,,-13.67
2023,2.0,RTL Group,RRTL.DE,MDAX,Media,Content Machines,149.0,2000.0,0.0745,7.45,3.0,4.760815789473684,4:46/km,19.0,6.029333333333333,6:02/km,24.0,6:04/km,3:51/km,9:50/km,0.36,17.0,-6.16
2023,22.0,RWE,RWE.DE,DAX,Energy,Grid Operators,85.0,11000.0,0.0077272727272727,0.77,4.0,4.751572327044025,4:45/km,18.0,5.763,5:46/km,11.0,5:57/km,3:08/km,9:18/km,0.335,21.0,1.17
2023,31.0,Rheinmetall,RHM.DE,DAX,Industrials,Heavy Industry,41.0,16000.0,0.0025625,0.26,1.0,4.950584795321637,4:57/km,28.0,6.296783625730994,6:18/km,30.0,6:37/km,4:24/km,9:49/km,0.256,31.0,48.14
2023,28.0,SAP,SAP.DE,DAX,Technology,Office Athletes,87.0,20000.0,0.00435,0.43,4.0,4.8453216374269,4:51/km,24.0,6.128654970760233,6:08/km,26.0,6:18/km,4:15/km,10:56/km,0.316,24.0,45.61
2023,,Schaeffler,SHA0.DE,,,,,,,,,,,,,,,,,,,,-8.3
2023,9.0,Siemens,SIE.DE,DAX,Industrials,Engineering Giants,2508.0,86000.0,0.0291627906976744,2.92,7.0,4.5117510305819195,4:31/km,8.0,5.73640350877193,5:44/km,10.0,5:57/km,3:09/km,12:51/km,0.593,1.0,34.72
2023,4.0,Siemens Energy,ENR.DE,DAX,Energy,Engineering Giants,1138.0,27000.0,0.0421481481481481,4.21,6.0,4.359517304189435,4:22/km,5.0,5.44672131147541,5:27/km,4.0,5:43/km,3:09/km,12:51/km,0.561,2.0,-30.19
2023,,TRATON,8TRA.DE,,,,,,,,,,,,,,,,,,,,53.34
2023,,TUI,TUI1.DE,,,,,,,,,,,,,,,,,,,,-15.91
2023,20.0,Talanx,TLX.DE,MDAX,Finance,Corporate Marathoners,127.0,12000.0,0.0105833333333333,1.06,1.0,4.790666666666667,4:47/km,22.0,5.912333333333334,5:55/km,17.0,6:14/km,4:12/km,10:56/km,0.356,18.0,53.47
2023,,TeamViewer,TMV.DE,,,,,,,,,,,,,,,,,,,,16.68
2023,1.0,UmweltBank,UBK.DE,Other,Finance,Sustainable Finance,34.0,350.0,0.0971428571428571,9.71,1.0,4.166666666666667,4:10/km,3.0,5.355191256830601,5:21/km,3.0,5:17/km,3:43/km,7:24/km,0.286,27.0,-42.22
2023,25.0,Uniper,UN0.DE,SDAX,Energy,Grid Operators,43.0,7000.0,0.0061428571428571,0.61,1.0,5.143333333333333,5:09/km,33.0,6.246666666666667,6:15/km,29.0,6:29/km,3:51/km,9:40/km,0.261,30.0,-6.75
2023,,United Internet,UTDI.DE,,,,,,,,,,,,,,,,,,,,24.58
2023,10.0,Villeroy & Boch,VIB3.DE,SDAX,Consumer,Consumer Lifestyle,115.0,4500.0,0.0255555555555555,2.56,1.0,4.339622641509434,4:20/km,4.0,5.553459119496855,5:33/km,6.0,5:57/km,3:34/km,10:49/km,0.371,16.0,11.88
2023,37.0,Volkswagen,VOW3.DE,DAX,Automotive,Mobility Machines,30.0,295000.0,0.0001016949152542,0.01,1.0,4.848976608187134,4:51/km,25.0,6.02704678362573,6:02/km,23.0,6:10/km,4:37/km,9:16/km,0.245,33.0,0.05
2023,32.0,Vonovia,VNA.DE,DAX,Real Estate,Infrastructure Operators,23.0,12000.0,0.0019166666666666,0.19,1.0,5.0134502923976605,5:01/km,30.0,7.023684210526315,7:01/km,34.0,7:09/km,4:05/km,9:08/km,0.194,36.0,31.51
2023,18.0,Wacker Chemie,WCH.DE,MDAX,Chemicals,Factory Endurance,98.0,8000.0,0.01225,1.23,1.0,4.393567251461988,4:24/km,6.0,5.732163742690059,5:44/km,8.0,5:58/km,3:11/km,11:26/km,0.347,19.0,2.11
2023,12.0,adesso,ADN1.DE,SDAX,Technology,Office Athletes,232.0,10000.0,0.0232,2.32,4.0,4.789766081871345,4:47/km,21.0,5.87046783625731,5:52/km,14.0,6:09/km,3:42/km,11:01/km,0.403,12.0,-19.84
2023,,grenke,GLJ.DE,,,,,,,,,,,,,,,,,,,,23.51
2023,,thyssenkrupp,TKA.DE,,,,,,,,,,,,,,,,,,,,10.69
2024,,Adidas,ADS.DE,,,,,,,,,,,,,,,,,,,,30.35
2024,5.0,Airbus,AIR.DE,DAX,Industrials,Engineering Giants,992.0,18000.0,0.0551111111111111,5.51,4.0,4.677,4:41/km,36.0,6.012333333333333,6:01/km,46.0,6:16/km,3:17/km,12:12/km,0.498,7.0,11.18
2024,18.0,Allianz,ALV.DE,DAX,Finance,Corporate Marathoners,1456.0,45000.0,0.0323555555555555,3.24,9.0,4.297076023391813,4:18/km,13.0,5.6383040935672515,5:38/km,23.0,6:01/km,2:58/km,13:28/km,0.561,3.0,27.24
2024,14.0,Amadeus Fire,AAD.DE,SDAX,Professional Services,Office Athletes,159.0,4200.0,0.0378571428571428,3.79,11.0,4.7778187134502925,4:47/km,42.0,6.414166666666667,6:25/km,52.0,6:43/km,3:58/km,10:39/km,0.343,35.0,-34.63
2024,,Aurubis,NDA.DE,,,,,,,,,,,,,,,,,,,,8.67
2024,31.0,BMW,BMW.DE,DAX,Automotive,Mobility Machines,1657.0,88000.0,0.0188295454545454,1.88,3.0,3.9330409356725142,3:56/km,3.0,4.872514619883041,4:52/km,2.0,4:58/km,2:51/km,11:55/km,0.661,2.0,-17.6
2024,20.0,Bayer,BAYN.DE,DAX,Healthcare,Factory Endurance,985.0,35000.0,0.0281428571428571,2.81,5.0,4.259649122807017,4:16/km,10.0,5.386549707602339,5:23/km,12.0,5:36/km,2:58/km,11:15/km,0.556,4.0,-43.51
2024,21.0,Borussia Dortmund,BVB.DE,SDAX,Media,Performance Culture,28.0,1000.0,0.028,2.8,1.0,4.185734463276836,4:11/km,7.0,5.359745762711864,5:22/km,11.0,5:33/km,3:49/km,7:33/km,0.27,45.0,-11.25
2024,27.0,CANCOM,COK.DE,SDAX,Technology,Office Athletes,92.0,4000.0,0.023,2.3,4.0,4.683040935672514,4:41/km,37.0,5.6335,5:38/km,22.0,6:01/km,3:50/km,10:06/km,0.349,34.0,-17.6
2024,,CENIT,CSH.DE,,,,,,,,,,,,,,,,,,,,-42.52
2024,33.0,CTS Eventim,EVD.DE,MDAX,Media,Content Machines,54.0,3500.0,0.0154285714285714,1.54,1.0,4.886388888888889,4:53/km,45.0,5.957222222222223,5:57/km,45.0,5:57/km,4:24/km,8:03/km,0.291,43.0,32.25
2024,28.0,Carl Zeiss Meditec,AFX.DE,MDAX,Healthcare,Precision Engineers,113.0,5000.0,0.0226,2.26,2.0,4.137719298245614,4:08/km,5.0,5.305847953216374,5:18/km,10.0,5:25/km,3:26/km,9:24/km,0.387,28.0,-52.38
2024,50.0,Commerzbank,CBK.DE,DAX,Finance,Corporate Marathoners,57.0,36000.0,0.0015833333333333,0.16,5.0,4.497076023391813,4:30/km,20.0,5.824269005847953,5:49/km,37.0,5:47/km,3:45/km,7:22/km,0.301,42.0,45.53
2024,36.0,Continental,CON.DE,DAX,Automotive,Factory Endurance,333.0,32000.0,0.01040625,1.04,11.0,4.533050847457627,4:32/km,24.0,5.680999999999999,5:41/km,26.0,6:02/km,3:28/km,11:32/km,0.444,11.0,-13.31
2024,17.0,Covestro,1COV.DE,DAX,Chemicals,Factory Endurance,273.0,8000.0,0.034125,3.41,1.0,4.8116666666666665,4:49/km,44.0,5.665666666666667,5:40/km,24.0,5:54/km,3:44/km,11:19/km,0.43,14.0,
2024,7.0,DEUTZ,DEZ.DE,SDAX,Industrials,Heavy Industry,267.0,5000.0,0.0534,5.34,1.0,4.7905,4:47/km,43.0,5.902666666666667,5:54/km,43.0,6:25/km,3:38/km,15:03/km,0.411,23.0,-14.69
2024,,Dermapharm,DMP.DE,,,,,,,,,,,,,,,,,,,,-7.4
2024,49.0,Deutsche Bank,DBK.DE,DAX,Finance,Corporate Marathoners,66.0,38000.0,0.0017368421052631,0.17,4.0,4.751912568306011,4:45/km,41.0,5.941166666666668,5:56/km,44.0,6:00/km,3:56/km,8:43/km,0.306,41.0,37.21
2024,47.0,Deutsche Post,DHL.DE,DAX,Logistics,Corporate Marathoners,355.0,190000.0,0.0018684210526315,0.19,9.0,4.70327868852459,4:42/km,40.0,5.87953216374269,5:53/km,42.0,6:02/km,3:02/km,10:54/km,0.434,12.0,-20.64
2024,44.0,Deutsche Telekom,DTE.DE,DAX,Telecom,Connected Operators,205.0,90000.0,0.0022777777777777,0.23,4.0,4.610655737704918,4:37/km,29.0,5.8199453551912566,5:49/km,36.0,6:00/km,3:44/km,10:43/km,0.397,27.0,36.64
2024,42.0,E.ON,EOAN.DE,DAX,Energy,Grid Operators,150.0,47000.0,0.0031914893617021,0.32,4.0,4.314678362573099,4:19/km,15.0,5.2914102564102565,5:17/km,9.0,5:33/km,3:30/km,8:41/km,0.411,22.0,-3.95
2024,13.0,Elmos Semiconductor,ELG.DE,SDAX,Technology,Precision Engineers,60.0,1400.0,0.0428571428571428,4.29,1.0,4.354943502824859,4:21/km,16.0,5.554237288135593,5:33/km,15.0,5:38/km,3:39/km,9:36/km,0.32,40.0,-3.04
2024,51.0,EnBW,EBK.DE,Other,Energy,Grid Operators,28.0,28000.0,0.001,0.1,3.0,4.887134502923977,4:53/km,46.0,5.721453216374268,5:43/km,29.0,6:00/km,4:31/km,8:32/km,0.253,49.0,-21.89
2024,,Evonik,EVK.DE,,,,,,,,,,,,,,,,,,,,-3.69
2024,53.0,Fresenius,FRE.DE,DAX,Healthcare,Care Providers,51.0,90000.0,0.0005666666666666,0.06,2.0,5.186999999999999,5:11/km,52.0,6.370666666666667,6:22/km,51.0,6:37/km,4:36/km,12:00/km,0.268,46.0,15.37
2024,30.0,GEA,G1A.DE,MDAX,Industrials,Engineering Giants,170.0,9000.0,0.0188888888888888,1.89,6.0,4.5593055555555555,4:34/km,26.0,5.805782163742689,5:48/km,33.0,5:57/km,3:36/km,10:52/km,0.384,29.0,33.34
2024,40.0,Gerresheimer,GXI.DE,MDAX,Healthcare,Precision Engineers,20.0,5000.0,0.004,0.4,1.0,3.930833333333333,3:56/km,2.0,5.632222222222222,5:38/km,21.0,5:42/km,3:42/km,8:57/km,0.231,50.0,-22.5
2024,39.0,HelloFresh,HFG.DE,MDAX,Consumer,Digital Hustlers,27.0,4000.0,0.00675,0.68,1.0,5.412638888888889,5:25/km,53.0,6.359999999999999,6:22/km,50.0,6:50/km,4:27/km,11:08/km,0.225,52.0,-11.3
2024,26.0,Henkel,HEN3.DE,DAX,Consumer,Consumer Lifestyle,209.0,9000.0,0.0232222222222222,2.32,1.0,4.550833333333333,4:33/km,25.0,5.512222222222223,5:31/km,13.0,5:43/km,3:29/km,11:35/km,0.421,17.0,18.13
2024,,Hochtief,HOT.DE,,,,,,,,,,,,,,,,,,,,33.36
2024,43.0,Infineon,IFX.DE,DAX,Technology,Precision Engineers,46.0,20000.0,0.0023,0.23,2.0,4.273538011695907,4:16/km,11.0,5.01798245614035,5:01/km,5.0,5:25/km,3:28/km,8:53/km,0.331,37.0,-14.37
2024,37.0,Knorr-Bremse,KBX.DE,DAX,Industrials,Engineering Giants,117.0,15000.0,0.0078,0.78,1.0,4.187426900584795,4:11/km,8.0,4.941520467836257,4:56/km,4.0,5:11/km,3:20/km,8:41/km,0.419,19.0,21.4
2024,11.0,LPKF Laser & Electronics,LPK.DE,SDAX,Technology,Precision Engineers,37.0,800.0,0.04625,4.62,1.0,5.046025641025641,5:03/km,49.0,5.86051282051282,5:52/km,40.0,6:08/km,4:35/km,10:09/km,0.268,47.0,-9.88
2024,16.0,MTU Aero Engines,MTX.DE,DAX,Industrials,Precision Engineers,441.0,12000.0,0.03675,3.68,2.0,4.044152046783625,4:03/km,4.0,4.935384615384615,4:56/km,3.0,5:06/km,3:11/km,8:23/km,0.536,6.0,66.54
2024,45.0,Mercedes-Benz,MBG.DE,DAX,Automotive,Mobility Machines,216.0,95000.0,0.0022736842105263,0.23,4.0,4.663583333333333,4:40/km,34.0,5.679027777777778,5:41/km,25.0,5:58/km,3:47/km,10:42/km,0.411,24.0,-8.43
2024,48.0,Merck,MRK.DE,DAX,Healthcare,Precision Engineers,24.0,13000.0,0.0018461538461538,0.18,4.0,4.646783625730994,4:39/km,33.0,6.057333333333334,6:03/km,47.0,6:09/km,4:28/km,9:09/km,0.228,51.0,-0.45
2024,32.0,Munich Re,MUV2.DE,DAX,Finance,Corporate Marathoners,205.0,12000.0,0.0170833333333333,1.71,1.0,4.142690058479532,4:09/km,6.0,5.135964912280701,5:08/km,6.0,5:21/km,3:19/km,10:05/km,0.45,10.0,35.29
2024,19.0,OVB Holding,O4B.DE,Other,Finance,Corporate Marathoners,21.0,700.0,0.03,3.0,1.0,5.078,5:05/km,51.0,6.649666666666667,6:39/km,53.0,6:59/km,4:14/km,12:14/km,0.199,53.0,11.05
2024,12.0,Puma,PUM.DE,MDAX,Consumer,Consumer Lifestyle,113.0,2500.0,0.0452,4.52,1.0,4.259016393442623,4:16/km,9.0,5.584426229508198,5:35/km,19.0,5:35/km,3:19/km,9:39/km,0.368,32.0,-9.26
2024,3.0,Qiagen,QIA.DE,DAX,Healthcare,Precision Engineers,80.0,1000.0,0.08,8.0,1.0,4.500694444444444,4:30/km,21.0,5.861805555555555,5:52/km,41.0,6:12/km,3:59/km,10:24/km,0.325,38.0,8.38
2024,9.0,RTL Group,RRTL.DE,MDAX,Media,Content Machines,98.0,2000.0,0.049,4.9,2.0,4.910166666666667,4:55/km,47.0,6.215666666666667,6:13/km,48.0,6:07/km,4:10/km,8:00/km,0.32,39.0,-17.61
2024,24.0,RWE,RWE.DE,DAX,Energy,Grid Operators,272.0,11000.0,0.0247272727272727,2.47,10.0,4.645666666666667,4:39/km,32.0,5.8015,5:48/km,32.0,6:05/km,3:45/km,10:26/km,0.42,18.0,-28.3
2024,35.0,Rheinmetall,RHM.DE,DAX,Industrials,Heavy Industry,206.0,16000.0,0.012875,1.29,3.0,4.671732456140351,4:40/km,35.0,5.603611111111111,5:36/km,20.0,5:52/km,3:30/km,10:27/km,0.413,21.0,108.77
2024,38.0,SAP,SAP.DE,DAX,Technology,Office Athletes,153.0,20000.0,0.00765,0.76,3.0,4.307017543859649,4:18/km,14.0,5.289473684210526,5:17/km,8.0,5:32/km,3:38/km,10:38/km,0.413,20.0,74.23
2024,,Schaeffler,SHA0.DE,,,,,,,,,,,,,,,,,,,,-19.57
2024,6.0,Siemens,SIE.DE,DAX,Industrials,Engineering Giants,4600.0,86000.0,0.0534883720930232,5.35,14.0,4.4024182724570995,4:24/km,17.0,5.525433803086952,5:32/km,14.0,5:45/km,3:04/km,12:12/km,0.663,1.0,16.15
2024,10.0,Siemens Energy,ENR.DE,DAX,Energy,Engineering Giants,1289.0,27000.0,0.0477407407407407,4.77,7.0,4.532096635030198,4:32/km,23.0,5.713661202185793,5:43/km,28.0,5:58/km,3:12/km,11:45/km,0.544,5.0,321.37
2024,,TRATON,8TRA.DE,,,,,,,,,,,,,,,,,,,,38.81
2024,29.0,TUI,TUI1.DE,MDAX,Consumer,Mobility Machines,224.0,10000.0,0.0224,2.24,2.0,4.694871794871795,4:42/km,39.0,5.859230769230769,5:52/km,39.0,5:58/km,3:49/km,9:08/km,0.401,25.0,16.66
2024,8.0,Talanx,TLX.DE,MDAX,Finance,Corporate Marathoners,589.0,12000.0,0.0490833333333333,4.91,3.0,4.531666666666666,4:32/km,22.0,5.817692307692308,5:49/km,35.0,5:58/km,3:22/km,10:47/km,0.476,8.0,30.96
2024,1.0,TeamViewer,TMV.DE,MDAX,Technology,Office Athletes,108.0,700.0,0.1542857142857142,15.43,4.0,4.628833333333334,4:38/km,30.0,5.831333333333333,5:50/km,38.0,6:17/km,3:14/km,11:40/km,0.349,33.0,-30.24
2024,2.0,UmweltBank,UBK.DE,Other,Finance,Sustainable Finance,39.0,350.0,0.1114285714285714,11.14,1.0,4.976092896174864,4:59/km,48.0,5.7688524590163945,5:46/km,31.0,6:00/km,4:18/km,8:49/km,0.276,44.0,-21.32
2024,25.0,Uniper,UN0.DE,SDAX,Energy,Grid Operators,165.0,7000.0,0.0235714285714285,2.36,3.0,4.683611111111111,4:41/km,38.0,5.811944444444445,5:49/km,34.0,6:04/km,3:38/km,12:25/km,0.382,30.0,-36.81
2024,23.0,United Internet,UTDI.DE,MDAX,Telecom,Connected Operators,277.0,11000.0,0.0251818181818181,2.52,3.0,4.4606911217437535,4:28/km,19.0,5.760909090909091,5:46/km,30.0,5:55/km,3:28/km,9:23/km,0.424,15.0,-32.2
2024,22.0,Villeroy & Boch,VIB3.DE,SDAX,Consumer,Consumer Lifestyle,125.0,4500.0,0.0277777777777777,2.78,1.0,4.572955974842768,4:34/km,28.0,5.686163522012579,5:41/km,27.0,5:57/km,3:35/km,10:47/km,0.369,31.0,-10.12
2024,52.0,Volkswagen,VOW3.DE,DAX,Automotive,Mobility Machines,261.0,295000.0,0.0008847457627118,0.09,1.0,4.641794871794872,4:39/km,31.0,5.583589743589743,5:35/km,18.0,5:41/km,3:33/km,8:55/km,0.433,13.0,-15.09
2024,46.0,Vonovia,VNA.DE,DAX,Real Estate,Infrastructure Operators,24.0,12000.0,0.002,0.2,3.0,4.287134502923976,4:17/km,12.0,5.2463523391812865,5:15/km,7.0,5:20/km,3:56/km,6:26/km,0.263,48.0,8.54
2024,34.0,Wacker Chemie,WCH.DE,MDAX,Chemicals,Factory Endurance,108.0,8000.0,0.0135,1.35,1.0,3.8320175438596498,3:50/km,1.0,4.80204678362573,4:48/km,1.0,4:55/km,3:11/km,7:37/km,0.423,16.0,-36.4
2024,15.0,adesso,ADN1.DE,SDAX,Technology,Office Athletes,370.0,10000.0,0.037,3.7,8.0,4.4313752276867024,4:26/km,18.0,5.564055555555555,5:34/km,17.0,5:45/km,3:07/km,12:20/km,0.462,9.0,-17.95
2024,4.0,grenke,GLJ.DE,SDAX,Finance,Corporate Marathoners,130.0,2200.0,0.059090909090909,5.91,6.0,5.051515151515151,5:03/km,50.0,6.282878787878788,6:17/km,49.0,6:33/km,3:33/km,10:02/km,0.336,36.0,-36.64
2024,41.0,thyssenkrupp,TKA.DE,MDAX,Industrials,Heavy Industry,168.0,48000.0,0.0035,0.35,5.0,4.56339825552582,4:34/km,27.0,5.557123352165725,5:33/km,16.0,5:47/km,3:35/km,9:53/km,0.4,26.0,-35.85
2025,38.0,Adidas,ADS.DE,DAX,Consumer,Consumer Lifestyle,63.0,6000.0,0.0105,1.05,1.0,3.793715846994536,3:48/km,1.0,4.7631147540983605,4:46/km,1.0,5:00/km,3:08/km,6:55/km,0.378,28.0,-27.92
2025,23.0,Airbus,AIR.DE,DAX,Industrials,Engineering Giants,497.0,18000.0,0.0276111111111111,2.76,4.0,4.632777777777777,4:38/km,34.0,5.768888888888889,5:46/km,26.0,5:59/km,3:41/km,10:43/km,0.467,8.0,26.45
2025,20.0,Allianz,ALV.DE,DAX,Finance,Corporate Marathoners,1475.0,45000.0,0.0327777777777777,3.28,9.0,4.628654970760234,4:38/km,33.0,6.060818713450292,6:04/km,40.0,6:20/km,3:11/km,13:20/km,0.523,4.0,37.25
2025,33.0,Amadeus Fire,AAD.DE,SDAX,Professional Services,Office Athletes,88.0,4200.0,0.0209523809523809,2.1,7.0,4.696114035087719,4:42/km,40.0,6.0361666666666665,6:02/km,38.0,6:24/km,4:01/km,10:30/km,0.322,39.0,-40.82
2025,42.0,Aurubis,NDA.DE,MDAX,Materials,Heavy Industry,56.0,7000.0,0.008,0.8,1.0,5.4030000000000005,5:24/km,52.0,6.258333333333333,6:15/km,45.0,6:27/km,4:08/km,9:39/km,0.279,48.0,67.3
